accession_no,cik,ticker,filed_at_dt,abn_ret_3d,sentiment_label_3d
0001124140-22-000020,1124140,EXAS,2022-02-22,0.0963387717923172,1
0001125376-22-000153,1125376,ENSG,2022-12-22,0.003567389473612792,0
0001136893-22-000134,1136893,FIS,2022-06-01,-0.01139164569288098,-1
0001136893-22-000177,1136893,FIS,2022-11-03,0.031589792585942966,1
0001137547-22-000044,1137547,UBFO,2022-10-21,0.02627890092676166,1
0001144519-22-000194,1144519,BG,2022-08-24,0.02098923581672074,1
0001145197-22-000064,1145197,PODD,2022-12-14,0.017056024021682936,1
0001156375-22-000306,1156375,CME,2022-10-26,-0.00818592926034456,-1
0001158449-22-000175,1158449,AAP,2022-05-24,-0.014006686790403622,-1
0001158449-22-000229,1158449,AAP,2022-08-23,-0.025477835138965843,-1
0001159167-22-000004,1159167,IRBT,2022-02-09,0.041563541578890084,1
0001162194-22-000022,1162194,LAB,2022-03-16,0.02292288764521966,1
0001163302-22-000004,1163302,X,2022-01-11,-0.03418258315190803,-1
0001163370-22-000022,1163370,NRIM,2022-05-31,0.02502352149636855,1
0001166928-22-000029,1166928,WTBA,2022-03-22,-0.021013565590070282,-1
0001166928-22-000061,1166928,WTBA,2022-05-02,0.009274132194388773,1
0001166928-22-000105,1166928,WTBA,2022-10-27,-0.013366144992800422,-1
0001172052-22-000043,1172052,SAFT,2022-10-06,0.010300637823757564,1
0001174922-22-000162,1174922,WYNN,2022-12-19,-0.028476253451668487,-1
0001177609-22-000008,1177609,FIVE,2022-03-30,0.047704331797048805,1
0001185348-22-000009,1185348,PRAA,2022-04-04,0.020129590606456804,1
0001232582-22-000067,1232582,AHT-PI,2022-06-21,-0.025401683220112492,-1
0001235468-22-000068,1235468,LQDT,2022-05-09,0.008442429720132205,1
0001239819-22-000044,1239819,LUNA,2022-03-23,0.030609250634725083,1
0001239819-22-000075,1239819,LUNA,2022-05-16,-0.07629587455340003,-1
0001254699-22-000041,1254699,QVCC,2022-11-04,0.0995068246490971,1
0001258602-22-000027,1258602,NNI,2022-03-17,-0.007812907898440136,0
0001260221-22-000018,1260221,TDG,2022-03-14,-0.023349013081942704,-1
0001261333-22-000135,1261333,DOCU,2022-07-29,0.07861666653244326,1
0001261333-22-000170,1261333,DOCU,2022-10-11,-0.010352216741620568,-1
0001261654-22-000045,1261654,UTI,2022-02-03,0.1537478923638247,1
0001261654-22-000076,1261654,UTI,2022-04-19,-0.007924178781506086,0
0001262823-22-000039,1262823,WLK,2022-08-02,0.021845221032312456,1
0001267238-22-000022,1267238,AIZN,2022-05-16,0.03644668738438095,1
0001273441-22-000036,1273441,GTE,2022-11-02,-0.013219316445162388,-1
0001274494-22-000008,1274494,FSLR,2022-03-01,0.12125850914045133,1
0001274494-22-000017,1274494,FSLR,2022-04-28,0.03692231580973315,1
0001275477-22-000019,1275477,BMNM,2022-08-11,0.03714182556579804,1
0001277902-22-000090,1277902,MVBF,2022-10-03,0.010003984416511957,1
0001278752-22-000006,1278752,MFIC,2022-02-03,-0.014795491746038003,-1
0001282637-22-000002,1282637,NEU,2022-02-02,-0.012875489189851597,-1
0001286139-22-000067,1286139,LZ,2022-05-12,-0.031999959093992114,-1
0001287032-22-000195,1287032,PSEC-PA,2022-06-09,0.011021766764549468,1
0001287750-22-000025,1287750,ARCC,2022-05-20,0.03891525378429117,1
0001289308-22-000019,1289308,ENS,2022-03-28,0.019691387793114967,1
0001289308-22-000075,1289308,ENS,2022-12-07,0.036994352385099516,1
0001293971-22-000015,1293971,BLUE,2022-03-04,-0.007166781698250579,0
0001295947-22-000007,1295947,PBH,2022-02-03,0.0059480191596477106,0
0001298946-22-000074,1298946,DRH-PA,2022-07-26,0.0018692969918545632,0
0001315399-22-000110,1315399,PKBK,2022-06-22,-0.023430485534023604,-1
0001319947-22-000003,1319947,DBI,2022-02-10,0.0658588889040368,1
0001319947-22-000023,1319947,DBI,2022-06-02,-0.01130776966115521,-1
0001323885-22-000097,1323885,ATRC,2022-08-02,0.045353644920438474,1
0001324424-22-000035,1324424,EXPE,2022-06-22,0.03414638968389161,1
0001326380-22-000112,1326380,GME,2022-07-07,0.1241427477310999,1
0001326801-22-000030,1326801,META,2022-02-10,-0.02646716442888719,-1
0001327811-22-000116,1327811,WDAY,2022-06-24,-0.0277932331725691,-1
0001327811-22-000153,1327811,WDAY,2022-08-25,0.013886067027569005,1
0001328581-22-000072,1328581,BCC,2022-06-10,-0.06268611598386997,-1
0001332349-22-000076,1332349,BKD,2022-10-06,-0.05347848376773334,-1
0001333493-22-000036,1333493,EHTH,2022-03-18,-0.019595208305652756,-1
0001336917-22-000019,1336917,UA,2022-05-16,-0.14110679275828764,-1
0001336917-22-000037,1336917,UA,2022-11-03,-0.05348093812006316,-1
0001340122-22-000028,1340122,CLMT,2022-02-25,0.004324549980347814,0
0001341318-22-000053,1341318,LSBK,2022-07-20,0.026674407271763956,1
0001345126-22-000008,1345126,CODI-PC,2022-02-14,0.031199861703678944,1
0001352010-22-000013,1352010,EPAM,2022-02-17,-0.12367751940931138,-1
0001356576-22-000007,1356576,SUPN,2022-02-22,-0.025331788606198336,-1
0001361658-22-000128,1361658,TNL,2022-03-23,-0.006205734521577799,0
0001362468-22-000012,1362468,ALGT,2022-02-07,-0.01403943636998406,-1
0001363829-22-000041,1363829,ESGRP,2022-02-22,-0.008467806302470349,-1
0001363829-22-000121,1363829,ESGRP,2022-05-11,-0.045262856311192645,-1
0001364479-22-000006,1364479,HRI,2022-02-10,0.035974131301660606,1
0001364954-22-000090,1364954,CHGG,2022-08-29,0.09785695485132773,1
0001367644-22-000009,1367644,EBS,2022-02-22,-0.06079473487142617,-1
0001367644-22-000096,1367644,EBS,2022-06-06,-0.013835153569717318,-1
0001368365-22-000048,1368365,MARK,2022-08-15,-0.10717971508853752,-1
0001368365-22-000104,1368365,MARK,2022-12-12,-0.11627671241165727,-1
0001370946-22-000035,1370946,OC,2022-07-27,-0.012716992983430098,-1
0001373670-22-000006,1373670,GRBK-PA,2022-03-01,0.03958718463812394,1
0001375365-22-000049,1375365,SMCI,2022-04-28,0.3065513933139121,1
0001376339-22-000053,1376339,MDXG,2022-04-29,-0.008078681363669626,-1
0001376986-22-000002,1376986,TVE,2022-01-06,-0.007792546901212782,0
0001377630-22-000031,1377630,NCMI,2022-03-03,0.030505729666823633,1
0001377789-22-000052,1377789,AVNW,2022-07-13,0.015464250621113784,1
0001377789-22-000121,1377789,AVNW,2022-08-18,0.006878923440742035,0
0001383650-22-000014,1383650,CQP,2022-04-25,0.023747221024644216,1
0001385613-22-000078,1385613,GLRE,2022-07-29,0.03375330858638215,1
0001385613-22-000087,1385613,GLRE,2022-08-02,0.03216901417387297,1
0001389050-22-000013,1389050,AROC,2022-05-02,0.028432437778648234,1
0001390478-22-000021,1390478,SLS,2022-08-11,0.07562104497590694,1
0001393612-22-000033,1393612,DFS,2022-08-12,-0.0001895073474103004,0
0001393726-22-000041,1393726,TIPT,2022-05-05,-0.029480008426904125,-1
0001397187-22-000039,1397187,LULU,2022-09-01,0.07977087380711523,1
0001401257-22-000020,1401257,FET,2022-03-01,0.16491867454281428,1
0001401257-22-000060,1401257,FET,2022-08-25,-0.028554026004102284,-1
0001401914-22-000022,1401914,DARE,2022-03-31,-0.026700756958116467,-1
0001402829-22-000026,1402829,ORN,2022-05-24,-0.03856002358243105,-1
0001408075-22-000003,1408075,GPK,2022-02-17,-0.021277681780537683,-1
0001408534-22-000068,1408534,FGBIP,2022-08-22,0.009354130548956507,1
0001409171-22-000015,1409171,TITN,2022-03-24,0.05187651960294204,1
0001409970-22-000032,1409970,LC,2022-06-07,-0.09480307376646047,-1
0001410187-22-000004,1410187,CNNC,2022-07-22,0.01088185909624495,1
0001411342-22-000067,1411342,EFC-PB,2022-06-16,-0.0650002627305557,-1
0001411342-22-000122,1411342,EFC-PB,2022-12-20,0.01491128147860632,1
0001412665-22-000113,1412665,MOFG,2022-10-27,0.04611542735510299,1
0001412665-22-000120,1412665,MOFG,2022-11-03,0.0010902384182674973,0
0001413329-22-000111,1413329,PM,2022-10-25,0.014538082111124284,1
0001413898-22-000003,1413898,DALN,2022-03-03,0.04754900035503873,1
0001415404-22-000002,1415404,SATS,2022-02-22,-0.03922122514516224,-1
0001419536-22-000098,1419536,CBNK,2022-10-11,0.004799827715649352,0
0001420720-22-000022,1420720,IBIO,2022-05-12,-0.05509624676303082,-1
0001420720-22-000078,1420720,IBIO,2022-11-03,-0.16270989645928746,-1
0001422930-22-000031,1422930,PUBM,2022-06-07,-0.05564151624520752,-1
0001428336-22-000015,1428336,HQY,2022-06-06,0.042403734839185137,1
0001431695-22-000071,1431695,OLO,2022-12-16,-0.016839583281830217,-1
0001438533-22-000029,1438533,TVTX,2022-05-16,-0.012557249022823513,-1
0001438533-22-000049,1438533,TVTX,2022-10-27,-0.03132871797588199,-1
0001439288-22-000055,1439288,ZWS,2022-04-26,-0.04262814370526513,-1
0001441683-22-000052,1441683,APPN,2022-05-10,0.045152487137229746,1
0001451505-22-000034,1451505,RIG,2022-04-25,-0.007913165745378814,0
0001452857-22-000032,1452857,SPLP-PA,2022-08-05,-0.01878629614774019,-1
0001454938-22-000026,1454938,OB,2022-12-15,-0.05210989971108204,-1
0001463101-22-000111,1463101,ENPH,2022-10-25,0.041035710334431874,1
0001466593-22-000027,1466593,OTTR,2022-05-03,0.06837014433353428,1
0001474098-22-000024,1474098,PEB-PH,2022-01-18,0.012855419839040927,1
0001475841-22-000040,1475841,NBHC,2022-08-02,-0.00043043811222209793,0
0001476840-22-000055,1476840,EXFY,2022-06-13,-0.026380141245105238,-1
0001477294-22-000063,1477294,ST,2022-04-26,0.0456044758092502,1
0001484778-22-000186,1484778,TDUP,2022-11-14,-0.0017221833426084299,0
0001487918-22-000002,1487918,OFSSH,2022-01-05,-0.005570108421159681,0
0001488139-22-000096,1488139,AMRC,2022-10-27,-0.0846402456518689,-1
0001489393-22-000035,1489393,LYB,2022-07-29,-0.02476382536220345,-1
0001490906-22-000035,1490906,CFFN,2022-10-27,0.02498900204281329,1
0001492298-22-000022,1492298,SBRA,2022-06-14,0.011006267734039898,1
0001493225-22-000079,1493225,NFBK,2022-08-01,-0.003714183525046044,0
0001499832-22-000021,1499832,TSQ,2022-03-10,-0.03652199827023672,-1
0001499832-22-000055,1499832,TSQ,2022-08-02,0.060052405914290063,1
0001505155-22-000054,1505155,UPLD,2022-08-03,-0.056855626372725565,-1
0001505732-22-000237,1505732,BWFG,2022-11-08,-0.06328006362376193,-1
0001505952-22-000017,1505952,DOMO,2022-05-26,0.006322148766572333,0
0001506307-22-000045,1506307,EP-PC,2022-05-17,-0.03076763084088907,-1
0001510964-22-000040,1510964,CVSI,2022-05-16,-0.1208126703862793,-1
0001514281-22-000019,1514281,MITT-PC,2022-02-24,0.01951587253452791,1
0001514416-22-000202,1514416,BAND,2022-11-01,0.15050068972849995,1
0001514416-22-000213,1514416,BAND,2022-11-21,0.07600821672799218,1
0001517413-22-000018,1517413,FSLY,2022-02-16,-0.045398038634700044,-1
0001518621-22-000010,1518621,ORC,2022-01-13,-0.013503952780531847,-1
0001521951-22-000002,1521951,FBIZ,2022-01-27,-0.01704311527561897,-1
0001522540-22-000055,1522540,MQ,2022-11-09,0.02732471785492474,1
0001522767-22-000023,1522767,MRMD,2022-12-14,-0.07464248640415627,-1
0001524472-22-000014,1524472,XYL,2022-05-04,-0.007140231821183618,0
0001527469-22-000008,1527469,ATH-PD,2022-01-10,0.011436188325406493,1
0001534504-22-000075,1534504,PBF,2022-12-07,0.08242336127574768,1
0001535527-22-000016,1535527,CRWD,2022-08-30,-0.05092106526173834,-1
0001535929-22-000064,1535929,VOYA-PB,2022-07-07,0.032047019500283325,1
0001537435-22-000129,1537435,TGEN,2022-11-10,0.08836229082588576,1
0001544206-22-000052,1544206,CGBD,2022-08-04,0.010642109097350527,1
0001552275-22-000031,1552275,SUN,2022-04-26,0.019583717677803092,1
0001555280-22-000176,1555280,ZTS,2022-05-19,-0.01694009213467451,-1
0001559053-22-000021,1559053,PRTA,2022-05-05,-0.11851619213908204,-1
0001559865-22-000022,1559865,EVTC,2022-05-25,-0.012273226293769368,-1
0001560327-22-000102,1560327,RPD,2022-11-15,-0.07507034859714212,-1
0001560385-22-000008,1560385,BATRK,2022-03-11,-0.010488863868614473,-1
0001561550-22-000004,1561550,DDOG,2022-02-10,0.02619141837231065,1
0001562088-22-000163,1562088,DUOL,2022-11-10,-0.029172870058252864,-1
0001563190-22-000010,1563190,COMP,2022-05-12,-0.02830725080013563,-1
0001564708-22-000129,1564708,NWS,2022-04-04,-0.02183638363515994,-1
0001564708-22-000200,1564708,NWS,2022-07-08,0.007038675116743054,0
0001564708-22-000276,1564708,NWS,2022-08-19,0.003787340281887319,0
0001564708-22-000280,1564708,NWS,2022-08-23,0.015380412562510881,1
0001564708-22-000352,1564708,NWS,2022-10-11,0.0033125292865361367,0
0001569345-22-000034,1569345,CXM,2022-12-06,0.04371343555225815,1
0001569994-22-000007,1569994,WSBF,2022-01-27,-0.04046864931763916,-1
0001570562-22-000004,1570562,EOLS,2022-01-05,-0.05745791864800198,-1
0001570585-22-000208,1570585,LBTYB,2022-07-06,-0.029091606296051564,-1
0001570585-22-000254,1570585,LBTYB,2022-08-19,-0.014772843663255486,-1
0001571996-22-000013,1571996,DELL,2022-05-26,0.029820039539981025,1
0001573516-22-000032,1573516,MUSA,2022-07-27,-0.018823009758925813,-1
0001573516-22-000043,1573516,MUSA,2022-10-26,0.03213928919260445,1
0001576018-22-000015,1576018,SPNT-PB,2022-02-24,-0.004632381672651009,0
0001576018-22-000048,1576018,SPNT-PB,2022-04-07,0.00388116818423756,0
0001576280-22-000025,1576280,GH,2022-05-05,-0.22140678688120985,-1
0001576942-22-000004,1576942,SFIX,2022-01-06,-0.061544232383361486,-1
0001576942-22-000080,1576942,SFIX,2022-10-04,-0.06769693217190265,-1
0001580808-22-000134,1580808,ATEN,2022-08-02,-0.0021178958394869607,0
0001587732-22-000010,1587732,OGS,2022-01-28,0.013575241418367967,1
0001587732-22-000015,1587732,OGS,2022-02-23,0.05698025124682027,1
0001587732-22-000077,1587732,OGS,2022-11-02,-0.050486042492938865,-1
0001587987-22-000068,1587987,NEWTZ,2022-06-21,-0.032535543338221284,-1
0001590584-22-000007,1590584,CVEO,2022-02-28,0.07581785475444436,1
0001590714-22-000057,1590714,ESI,2022-06-09,-0.013470565316273997,-1
0001590714-22-000071,1590714,ESI,2022-07-27,0.008665569893370195,1
0001590895-22-000146,1590895,CZR,2022-11-01,-0.012757225875958844,-1
0001591698-22-000003,1591698,PCTY,2022-01-19,-0.0057527337474788665,0
0001601046-22-000002,1601046,KEYS,2022-02-17,0.0008212732016712465,0
0001601046-22-000063,1601046,KEYS,2022-08-17,-0.014717511644644965,-1
0001601712-22-000129,1601712,SYF-PA,2022-04-18,0.027963679317351775,1
0001604028-22-000026,1604028,WMS,2022-05-19,0.007429826039381915,0
0001606366-22-000037,1606366,LOCO,2022-06-02,0.025598733685028074,1
0001606366-22-000039,1606366,LOCO,2022-06-13,0.010117230978163416,1
0001606498-22-000068,1606498,AVNS,2022-08-09,0.028278733376472465,1
0001606745-22-000014,1606745,LTRPB,2022-08-24,-0.03372899706770238,-1
0001606757-22-000044,1606757,KE,2022-09-15,-0.00818654277501174,-1
0001609550-22-000039,1609550,INSP,2022-08-02,0.0030865754880814444,0
0001609711-22-000017,1609711,GDDY,2022-02-10,0.03265224096001651,1
0001610682-22-000022,1610682,USDP,2022-03-02,0.0706373849380062,1
0001611983-22-000021,1611983,LBRDP,2022-07-12,-0.005704793857946866,0
0001617553-22-000032,1617553,ZIP,2022-06-16,-0.09510329033262799,-1
0001618835-22-000088,1618835,EVFM,2022-04-07,-0.07631448926933215,-1
0001624794-22-000016,1624794,CSWI,2022-02-03,0.0031728908516044374,0
0001625101-22-000010,1625101,PLSE,2022-03-21,-0.07338459184218382,-1
0001625101-22-000041,1625101,PLSE,2022-05-23,0.1439004724180175,1
0001625641-22-000065,1625641,LAW,2022-05-24,-0.040163266640714235,-1
0001625641-22-000116,1625641,LAW,2022-09-23,0.13661789818433956,1
0001628908-22-000111,1628908,EVH,2022-08-12,0.029210367067413534,1
0001633917-22-000150,1633917,PYPL,2022-10-03,0.011667312503475635,1
0001639691-22-000058,1639691,LIVN,2022-06-14,0.0018109579468041925,0
0001647639-22-000006,1647639,UPST,2022-02-15,-0.14775360250956848,-1
0001647639-22-000016,1647639,UPST,2022-05-09,0.12877533336914637,1
0001649739-22-000323,1649739,BAFN,2022-10-28,0.05443112370377645,1
0001649744-22-000030,1649744,DLTH,2022-12-01,-0.07759852744308027,-1
0001653909-22-000034,1653909,BIRD,2022-05-10,0.1168308505291098,1
0001655210-22-000213,1655210,BYND,2022-10-18,-0.10809525131505682,-1
0001660134-22-000055,1660134,OKTA,2022-11-30,-0.048967155829576225,-1
0001664710-22-000046,1664710,KROS,2022-09-06,0.02033231245229561,1
0001666700-22-000075,1666700,DD,2022-11-08,-0.002857176567132358,0
0001670541-22-000038,1670541,ADNT,2022-05-05,-0.04654672030438367,-1
0001670592-22-000011,1670592,YETI,2022-03-15,-0.023542338124949325,-1
0001672013-22-000055,1672013,GOLF,2022-11-03,-0.01537990597719363,-1
0001674335-22-000068,1674335,JELD,2022-05-02,0.001239175395559844,0
0001675644-22-000081,1675644,FVCB,2022-12-15,-0.0161889885483798,-1
0001679688-22-000011,1679688,DBRG-PJ,2022-03-03,0.02236616988164819,1
0001679688-22-000146,1679688,DBRG-PJ,2022-12-09,0.04025857623018958,1
0001680873-22-000045,1680873,HFFG,2022-08-17,0.013713749489343452,1
0001680873-22-000049,1680873,HFFG,2022-10-04,-0.05233019068772382,-1
0001681903-22-000026,1681903,ICCH,2022-05-18,-0.013971109086725497,-1
0001688757-22-000022,1688757,ESTA,2022-03-04,-0.03588814345817881,-1
0001688852-22-000020,1688852,SAFE,2022-08-03,0.02372347680106557,1
0001689548-22-000134,1689548,PRAX,2022-11-28,-0.00545833660230044,0
0001691303-22-000004,1691303,HCC,2022-02-22,-0.03002424521546332,-1
0001691303-22-000025,1691303,HCC,2022-08-03,0.04744876365456163,1
0001692063-22-000018,1692063,SNDR,2022-01-21,-0.03705732985330468,-1
0001692063-22-000158,1692063,SNDR,2022-10-24,-0.030752927354525172,-1
0001692427-22-000022,1692427,NCSM,2022-08-01,-0.05941502440012081,-1
0001698530-22-000012,1698530,XCUR,2022-03-18,0.009730090506159694,1
0001698530-22-000075,1698530,XCUR,2022-10-31,-0.09943599287492222,-1
0001698990-22-000051,1698990,MGY,2022-11-02,0.047617661274685696,1
0001699039-22-000003,1699039,RNGR,2022-01-13,0.05970153959102786,1
0001699039-22-000150,1699039,RNGR,2022-11-14,0.011219374869082421,1
0001706946-22-000016,1706946,SPCE,2022-02-22,0.1614093955151945,1
0001706946-22-000146,1706946,SPCE,2022-11-03,-0.0327885335637248,-1
0001707753-22-000010,1707753,ESTC,2022-03-03,0.04191095464957417,1
0001709164-22-000057,1709164,HBB,2022-11-16,-0.029731886181646683,-1
0001712184-22-000254,1712184,LILAB,2022-08-23,0.02660372626100238,1
0001712184-22-000296,1712184,LILAB,2022-11-18,-0.019286413695223992,-1
0001718227-22-000051,1718227,ROAD,2022-05-06,0.031242491312929666,1
0001718227-22-000077,1718227,ROAD,2022-10-04,-0.012023117471034572,-1
0001718512-22-000035,1718512,GTES,2022-06-10,-0.00726127983261593,0
0001720635-22-000020,1720635,NVT,2022-05-16,0.00395147687484676,0
0001723596-22-000265,1723596,CLBK,2022-06-16,0.015459258393412556,1
0001728688-22-000050,1728688,IIIV,2022-10-04,-0.04160889356436226,-1
0001728951-22-000048,1728951,EPRT,2022-04-27,-0.044906804692436464,-1
0001733998-22-000040,1733998,NWN,2022-10-06,0.0457589510473877,1
0001737287-22-000065,1737287,ALLO,2022-08-09,0.04602652963098386,1
0001739445-22-000036,1739445,ACA,2022-05-03,-0.018285854594510154,-1
0001739566-22-000143,1739566,UTZ,2022-05-12,-0.03532032503741611,-1
0001741830-22-000004,1741830,KRON,2022-02-24,-0.02051135120161618,-1
0001747068-22-000005,1747068,MCBS,2022-01-24,-0.05878555285335452,-1
0001749723-22-000042,1749723,NFE,2022-11-08,-0.046552600906714536,-1
0001759655-22-000179,1759655,PRVA,2022-11-10,-0.09875248715077578,-1
0001759774-22-000024,1759774,PSTL,2022-08-02,-0.026864352603604535,-1
0001760965-22-000013,1760965,KTB,2022-03-18,-0.028821256356908798,-1
0001764013-22-000118,1764013,IMVT,2022-09-28,0.47725752457919035,1
0001766400-22-000158,1766400,PNTG,2022-12-13,0.014449960791014682,1
0001766502-22-000041,1766502,CHWY,2022-12-08,-0.03381682151537013,-1
0001767258-22-000032,1767258,XPEL,2022-05-19,0.026306059760651257,1
0001772695-22-000015,1772695,NOVA,2022-03-01,0.09654845477166385,1
0001773427-22-000035,1773427,SWTX,2022-08-04,-0.21563871841509752,-1
0001773427-22-000046,1773427,SWTX,2022-11-03,-0.08329192219014603,-1
0001777393-22-000020,1777393,CHPT,2022-05-31,0.19748427911415534,1
0001777393-22-000027,1777393,CHPT,2022-07-11,-0.04503310114751913,-1
0001778784-22-000005,1778784,PVBC,2022-02-03,-0.04829415472587473,-1
0001782170-22-000110,1782170,RELY,2022-06-06,-0.043714587717891495,-1
0001783180-22-000054,1783180,CARR,2022-10-27,0.015462757795614346,1
0001792044-22-000015,1792044,VTRS,2022-05-09,0.05356493128551021,1
0001802768-22-000043,1802768,RPRX,2022-11-08,-0.06798601413711824,-1
0001803599-22-000066,1803599,CNXC,2022-03-25,-0.13423150957851337,-1
0001805284-22-000027,1805284,RKT,2022-03-21,-0.03952910312715319,-1
0001805284-22-000090,1805284,RKT,2022-06-16,0.13036863836551738,1
0001808805-22-000030,1808805,NAUT,2022-03-31,0.025346075575996663,1
0001810019-22-000099,1810019,RXT,2022-06-14,-0.03204135930571306,-1
0001811074-22-000076,1811074,TPL,2022-11-08,-0.044875264991075525,-1
0001814974-22-000082,1814974,BBXIB,2022-08-03,0.0070978210134028386,0
0001816590-22-000117,1816590,CMPS,2022-11-03,-0.09817061315521103,-1
0001818093-22-000009,1818093,SKIN,2022-01-10,-0.1761108601536462,-1
0001818093-22-000052,1818093,SKIN,2022-03-07,-0.008625151335768133,-1
0001818093-22-000173,1818093,SKIN,2022-11-10,0.03680434765391871,1
0001818874-22-000010,1818874,SOFI,2022-02-02,0.03855167455363029,1
0001823945-22-000056,1823945,OWL,2022-06-10,-0.013824329626925813,-1
0001828376-22-000009,1828376,WMPN,2022-06-09,0.008814238622136372,1
0001828536-22-000051,1828536,NRGV,2022-11-08,0.09326699151191908,1
0001828962-22-000004,1828962,CRCT,2022-01-05,-0.022937653001839142,-1
0001829864-22-000016,1829864,TASK,2022-03-09,-0.03902374747433868,-1
0001831631-22-000200,1831631,LDI,2022-07-12,-0.03280371933754278,-1
0001832433-22-000097,1832433,FERG,2022-11-10,-0.028070728464723138,-1
0001834584-22-000040,1834584,CPNG,2022-06-21,0.04660458189643113,1
0001834622-22-000010,1834622,HAYW,2022-03-02,0.02429948078571842,1
0001837671-22-000043,1837671,CPPTL,2022-08-09,-0.006794131446503204,0
0001845022-22-000025,1845022,BASE,2022-03-09,-0.06508867832254728,-1
0001847903-22-000033,1847903,CNTA,2022-06-02,0.14065512721558293,1
0001852244-22-000030,1852244,GXO,2022-11-08,0.13465241227550973,1
0001853145-22-000033,1853145,EVCM,2022-11-10,-0.002960695138370273,0
0001855747-22-000032,1855747,BLND,2022-05-12,-0.07563975688956825,-1
0001856028-22-000022,1856028,SDIG,2022-02-04,0.22554452351680876,1
0001860782-22-000004,1860782,TSVT,2022-03-22,0.03997846068613109,1
0001866581-22-000005,1866581,BROS,2022-01-10,-0.08972301326514143,-1
0001868941-22-000004,1868941,FLNC,2022-02-10,0.005983394855144875,0
0001869198-22-000048,1869198,LTH,2022-06-29,0.022272204119915484,1
0001874178-22-000057,1874178,RIVN,2022-11-09,0.057506799871581915,1
0001902733-22-000028,1902733,NCNO,2022-09-01,0.03913719424520634,1
0000003545-23-000032,3545,ALCO,2023-12-08,-0.02134269579069914,-1
0000004962-23-000019,4962,AXP,2023-05-15,0.010619675770153325,1
0000005513-23-000073,5513,UNMA,2023-03-09,-0.018802558837330285,-1
0000006955-23-000006,6955,EPAC,2023-03-07,0.008646066065324809,1
0000008818-23-000014,8818,AVY,2023-07-27,0.01800248145157568,1
0000009389-23-000014,9389,BALL,2023-03-10,-0.03283062528688674,-1
0000012927-23-000013,12927,BA,2023-03-15,-0.003322871254026527,0
0000016058-23-000034,16058,CACI,2023-04-26,-0.00812514541571907,-1
0000016058-23-000082,16058,CACI,2023-08-09,-0.007321669975893785,0
0000016732-23-000036,16732,CPB,2023-03-08,0.027270301201330227,1
0000016875-23-000004,16875,CP,2023-01-31,0.0021019798468140394,0
0000017313-23-000071,17313,CSWC,2023-07-17,0.0007649706408986434,0
0000018349-23-000163,18349,SNV-PE,2023-12-05,-0.007082490095464911,0
0000020212-23-000130,20212,CHDN,2023-10-25,0.002798954432075229,0
0000027419-23-000048,27419,TGT,2023-11-15,-2.5036153887825208e-05,0
0000028412-23-000245,28412,CMA,2023-12-04,0.03659893296215655,1
0000028917-23-000014,28917,DDT,2023-05-23,-0.024704563309117855,-1
0000029332-23-000022,29332,DXYN,2023-03-13,-0.0393237816117179,-1
0000029644-23-000022,29644,DCI,2023-01-25,0.009508986089063809,1
0000034088-23-000059,34088,XOM,2023-11-07,0.011991887724175365,1
0000037785-23-000181,37785,FMC,2023-11-16,-0.01931609569040693,-1
0000038725-23-000160,38725,FELE,2023-08-04,-0.009283254244929373,-1
0000040211-23-000138,40211,GATX,2023-07-28,-0.010062573886939874,-1
0000040545-23-000150,40545,GE,2023-05-17,-0.009710804723700006,-1
0000040987-23-000019,40987,GPC,2023-05-03,-0.0031197079346940715,0
0000046080-23-000093,46080,HAS,2023-10-26,-0.009266566803868503,-1
0000046250-23-000005,46250,HWKN,2023-02-01,-0.016775957043375866,-1
0000046619-23-000081,46619,HEI-A,2023-05-22,-0.05028452538506123,-1
0000050725-23-000033,50725,GFF,2023-03-20,-0.012234486472836537,-1
0000052988-23-000051,52988,J,2023-08-08,-0.0005266963546251002,0
0000052988-23-000082,52988,J,2023-11-21,0.0011863082193483976,0
0000056701-23-000034,56701,KOSS,2023-10-23,0.02701493538803701,1
0000056978-23-000167,56978,KLIC,2023-11-15,0.006831718554603627,0
0000057131-23-000119,57131,LZB,2023-08-31,0.004952117471897721,0
0000062234-23-000016,62234,MCS,2023-05-04,-0.03903012639180725,-1
0000064040-23-000127,64040,SPGI,2023-05-09,-0.0016039410489522288,0
0000064040-23-000201,64040,SPGI,2023-12-07,0.025550658585128838,1
0000066570-23-000012,66570,MSA,2023-05-01,0.009243503601803038,1
0000071691-23-000032,71691,NYT,2023-11-08,-0.005592618897106938,0
0000072331-23-000113,72331,NDSN,2023-06-26,-0.0011786257542860668,0
0000072333-23-000177,72333,JWN,2023-11-21,0.09370383741039934,1
0000072903-23-000168,72903,XEL,2023-11-13,0.00023685791940830647,0
0000072903-23-000170,72903,XEL,2023-12-15,-0.01445735848460361,-1
0000074046-23-000008,74046,ODC,2023-03-09,-0.03177321576224501,-1
0000074046-23-000059,74046,ODC,2023-10-12,0.01660893498738547,1
0000074208-23-000047,74208,UDR,2023-05-15,-0.02096207457453847,-1
0000074208-23-000073,74208,UDR,2023-11-28,0.03543231170794536,1
0000076605-23-000139,76605,PATK,2023-08-18,0.012365423637980877,1
0000077543-23-000074,77543,TPC,2023-05-04,-0.07634964710404701,-1
0000084246-23-000051,84246,RLI,2023-12-14,0.0361871322440116,1
